"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"MTL","2013-2014",41,255.84,164.4,225.14,-60.74,42.2,38.56,52.8,7.47,7.33,0.14,50.47,1.75,1.72,9.55,9.5,0.05,50.13,2.24,2.23,11,13,2,8.25,93.59,101.84
"N.J","2013-2014",41,231.11,155.95,190.99,-35.04,44.95,40.49,49.58,2.55,6.24,-3.69,29.01,0.66,1.62,6.72,8.52,-1.8,44.09,1.74,2.21,4,4,0,3.05,93.32,96.38
"NSH","2013-2014",41,204.22,110.08,173.18,-63.1,38.86,32.34,50.88,2.56,8.22,-5.66,23.75,0.75,2.42,3.38,8.31,-4.93,28.91,0.99,2.44,4,9,5,3.58,90.86,94.44
"NYI","2013-2014",41,229.32,196.36,202.69,-6.33,49.21,51.38,53.03,10.06,12.84,-2.78,43.93,2.63,3.36,12.48,9.74,2.74,56.17,3.27,2.55,3,16,13,10.65,87.9,98.54
"NYR","2013-2014",41,212.52,175.25,177.32,-2.07,49.71,49.48,50.06,16.68,6.41,10.27,72.24,4.71,1.81,7.64,8.73,-1.09,46.67,2.16,2.46,6,15,9,17.18,93.45,110.63
"OTT","2013-2014",41,269.09,206.79,232.17,-25.38,47.11,46.11,51.77,2.44,13.64,-11.2,15.17,0.54,3.04,8.32,11.07,-2.75,42.91,1.86,2.47,11,12,1,2.12,90.13,92.25
"PHI","2013-2014",41,279.44,203.05,208.51,-5.46,49.34,43.6,44.77,7.57,7.78,-0.21,49.32,1.63,1.67,8.2,8.42,-0.22,49.34,1.76,1.81,11,5,-6,6.38,93.14,99.51
"PIT","2013-2014",41,240.35,74.04,223.8,-149.76,24.86,18.48,55.87,0,6.88,-6.88,0,0,1.72,4.53,9.54,-5.01,32.2,1.13,2.38,3,7,4,0,94.06,94.06
"S.J","2013-2014",41,157.89,116.95,135.64,-18.69,46.3,44.44,51.54,7.18,5.63,1.55,56.05,2.73,2.14,7.95,5.68,2.27,58.33,3.02,2.16,1,9,8,10.3,91.27,101.56
"STL","2013-2014",41,250.58,195.41,187.65,7.76,51.01,46.79,44.93,6.83,6.53,0.3,51.12,1.64,1.56,7.94,8.07,-0.13,49.59,1.9,1.93,5,10,5,5.28,93.15,98.42
"T.B","2013-2014",41,226.36,123.92,202.06,-78.14,38.01,32.85,53.56,4.76,10.47,-5.71,31.25,1.26,2.78,6.54,8.39,-1.85,43.8,1.73,2.22,6,10,4,6.01,90.45,96.46
"TOR","2013-2014",41,254.37,92.13,240.4,-148.27,27.71,21.73,56.7,11.91,10.63,1.28,52.84,2.81,2.51,5.27,12.47,-7.2,29.71,1.24,2.94,6,7,1,21.73,91.87,113.61
"VAN","2013-2014",41,248.8,167.3,211.7,-44.4,44.14,40.35,51.05,4.24,8.22,-3.98,34.03,1.02,1.98,5.65,9.34,-3.69,37.69,1.36,2.25,9,16,7,4.83,92.19,97.03
"WPG","2013-2014",41,228.86,145.4,189.6,-44.2,43.4,38.12,49.71,4.55,7.99,-3.44,36.28,1.19,2.09,5.4,8.51,-3.11,38.82,1.42,2.23,8,10,2,5.93,91.47,97.4
"WSH","2013-2014",41,234.04,144.59,242.56,-97.97,37.35,37.07,62.18,7.2,7.11,0.09,50.31,1.85,1.82,7.86,10.61,-2.75,42.56,2.02,2.72,9,10,1,8.02,94.9,102.93
